Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Latitude,Longitude
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,11.52,4,0.0,5.6448,43.087112,-75.231463
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,238.62,2,0.0,4.7724,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,7.77,1,0.0,2.0979,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,285.48,5,0.2,-10.7055,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,19.168,4,0.2,6.4692,37.698471999999995,-122.40012200000001
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,26.136,3,0.2,1.9602,40.1247775,-82.9944845
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,419.4,4,0.0,201.312,40.7128,-74.006
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,90.801,1,0.1,14.1246,40.7128,-74.006
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,181.764,2,0.1,-8.0784,40.7128,-74.006
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,5.56,2,0.0,2.224,40.7128,-74.006
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0.0,104.7528,39.83244,-84.893606
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1,0.0,8.0946,39.83244,-84.893606
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,519.96,4,0.0,176.7864,32.71852,-117.159316
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,6.264,3,0.2,2.0358,35.371614,-80.530027
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,363.92,5,0.2,0.0,35.371614,-80.530027
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,64.2,5,0.7,-42.8,25.779,-80.1982
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,38.52,3,0.7,-26.964,25.779,-80.1982
Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,72.6,5,0.2,-8.1675,25.779,-80.1982
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,57.568,4,0.2,5.7568,33.973093,-118.247896
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,83.7,5,0.0,3.348,47.611435,-122.330456
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,32.4,5,0.0,15.552,38.887103,-77.093197
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,47.98,2,0.0,11.0354,38.887103,-77.093197
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,415.968,4,0.2,51.996,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,304.9,5,0.0,6.098,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,80.96,4,0.0,29.1456,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,777.21,7,0.0,54.4047,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,32.4,5,0.0,15.552,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,225.568,2,0.2,2.8196,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,36.6,3,0.0,15.372,32.71852,-117.159316
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2,0.0,178.91,44.9997,-93.1566
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918,44.9997,-93.1566
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1,0.0,274.995,44.9997,-93.1566
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3,0.0,34.3896,44.9997,-93.1566
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3,0.0,12.8568,44.9997,-93.1566
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,9.64,2,0.0,4.7236,36.8527,-75.9783
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,33.488,7,0.2,-1.2558,32.893643499999996,-96.79825149999999
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,23.04,3,0.2,-4.896,32.893643499999996,-96.79825149999999
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.362,1,0.8,-2.1792,32.893643499999996,-96.79825149999999
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,14.76,5,0.6,-11.439,32.893643499999996,-96.79825149999999
Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,239.666,2,0.15,14.098,37.950434,-122.026296
Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,Tables,301.96,2,0.0,45.294,35.084199,-92.423574
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,7.968,2,0.2,2.8884,39.990599,-75.14464799999999
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,109.92,2,0.0,53.8608,34.748342,-92.281939
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,19.44,3,0.0,9.3312,34.748342,-92.281939
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,11.16,2,0.0,4.3524,34.748342,-92.281939
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,79.47,3,0.0,22.2516,41.533396,-72.799734
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,4.56,2,0.0,2.0064,41.533396,-72.799734
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,1133.35,5,0.0,294.671,41.533396,-72.799734
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,4.672,1,0.2,0.584,39.990599,-75.14464799999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,104.58,6,0.7,-80.178,39.990599,-75.14464799999999
Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.136,4,0.2,100.196,41.143719,-104.796234
Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,1293.488,7,0.2,80.843,33.842679,-117.954035
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3,0.0,21.7515,39.140057,-86.508262
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,59.76,1,0.0,16.7328,32.473035,-84.979456
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7,0.0,54.04,35.833016,-90.696526
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,9.54,3,0.0,4.3884,35.833016,-90.696526
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.736,3,0.2,1.0269,39.990599,-75.14464799999999
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0.0,219.4514,42.707958,-71.16381
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,17.94,3,0.0,8.7906,42.707958,-71.16381
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,245.88,6,0.0,68.8464,42.707958,-71.16381
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0.0,92.2368,40.7128,-74.006
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,801.568,2,0.2,50.098,32.71852,-117.159316
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,368.91,9,0.0,180.7659,32.71852,-117.159316
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,885.528,9,0.2,-99.6219,32.71852,-117.159316
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,28.28,2,0.0,7.3528,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,4912.59,3,0.0,196.5036,37.698471999999995,-122.40012200000001
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,5.0232,37.698471999999995,-122.40012200000001
Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.97,3,0.0,86.3856,37.698471999999995,-122.40012200000001
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0.0,11.1176,41.776572,-71.438331
Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,45.68,2,0.0,21.0128,37.751255,-87.155394
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0.0,11.7782,39.24199333333333,-76.66086333333334
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.432,1,0.2,13.4512,41.885847,-87.618123
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.568,2,0.2,1.6176,41.885847,-87.618123
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394,41.885847,-87.618123
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,2.78,1,0.0,1.3622,33.753094000000004,-84.354325
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,99.87,3,0.0,23.9688,33.973093,-118.247896
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,44.4,3,0.0,22.2,33.973093,-118.247896
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,21.4,5,0.0,9.63,33.973093,-118.247896
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0.0,22.0472,39.83244,-84.893606
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0.0,124.7808,39.83244,-84.893606
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,9.78,1,0.0,4.89,37.698471999999995,-122.40012200000001
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,24.192,9,0.2,7.56,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3,0.0,10.4148,40.647851,-74.345056
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,59.94,3,0.0,28.1718,37.698471999999995,-122.40012200000001
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,45.36,4,0.0,22.2264,37.698471999999995,-122.40012200000001
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,26.4,5,0.0,12.672,37.698471999999995,-122.40012200000001
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.4,4,0.0,19.872,37.698471999999995,-122.40012200000001
Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,16.95,1,0.0,1.017,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,24.704,2,0.2,9.264,37.3894,-121.8868
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,59.7,3,0.0,26.865,37.3894,-121.8868
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,14.52,3,0.0,5.6628,37.3894,-121.8868
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,104.184,3,0.2,33.8598,37.3894,-121.8868
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,46.53,3,0.0,13.0284,47.611435,-122.330456
Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,25.5,3,0.0,6.63,37.751255,-87.155394
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0.0,1.043,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0.0,41.2237,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.764,2,0.1,8.8784,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.6,4,0.0,27.434,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5,0.2,-25.049,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3,0.0,58.7916,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.9,2,0.0,217.767,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0.0,53.2608,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.8,4,0.0,1.356,40.7128,-74.006
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.176,2,0.4,-120.0508,40.7128,-74.006
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,22.96,7,0.0,6.6584,38.779718,-77.186582
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0.0,362.835,48.748957,-122.488676
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0.0,316.1392,34.589599,-86.98868
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1,0.0,3.4357,36.052045,-94.153395
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,8.92,4,0.0,3.9248,36.052045,-94.153395
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492,39.990599,-75.14464799999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432,39.990599,-75.14464799999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.988,2,0.4,-113.998,39.990599,-75.14464799999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3,0.2,1.0044,39.990599,-75.14464799999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.776,3,0.2,4.8231,39.990599,-75.14464799999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.2,85.787,39.990599,-75.14464799999999
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,25.4,5,0.0,8.636,47.611435,-122.330456
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,177.48,3,0.2,19.9665,47.611435,-122.330456
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,71.976,3,0.2,8.997,47.611435,-122.330456
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992,33.054972,-96.736454
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952,33.054972,-96.736454
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,435.84,12,0.0,130.752,33.973093,-118.247896
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2,0.0,1.5876,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,211.168,4,0.2,18.4772,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,6.28,1,0.0,2.6376,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,95.1,5,0.0,30.432,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0.0,12.4416,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,48.84,4,0.0,13.1868,33.973093,-118.247896
Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0.0,12.691,41.6005,-93.6088
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,42.68,4,0.0,19.6328,34.977074,-89.999173
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Technology,Accessories,299.97,3,0.0,125.9874,34.977074,-89.999173
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Appliances,262.24,2,0.0,78.672,34.977074,-89.999173
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Binders,234.36,6,0.0,112.4928,34.977074,-89.999173
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,29.680678,-95.4122045
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,10.5,5,0.0,2.94,40.7128,-74.006
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896,40.346621,-75.935132
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408,40.346621,-75.935132
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,676.55,5,0.0,6.7655,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,154.9,5,0.0,40.274,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,30.56,4,0.0,14.9744,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Chairs,770.352,3,0.2,77.0352,37.698471999999995,-122.40012200000001
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,21.12,4,0.0,6.5472,33.973093,-118.247896
Second Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,575.928,9,0.2,57.5928,33.973093,-118.247896
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,7.78,2,0.0,2.0228,33.973093,-118.247896
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,123.92,4,0.0,55.764,33.973093,-118.247896
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,17.22,3,0.0,5.166,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,226.56,6,0.0,63.4368,37.698471999999995,-122.40012200000001
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,107.88,3,0.2,10.788,37.698471999999995,-122.40012200000001
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,81.98,2,0.0,40.1702,40.7128,-74.006
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,104.85,1,0.0,50.328,32.71852,-117.159316
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,8.704,2,0.2,3.1552,32.71852,-117.159316
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,19.92,4,0.0,9.7608,32.71852,-117.159316
First Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,43.02,3,0.0,15.4872,32.71852,-117.159316
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,240.784,1,0.2,30.098,40.7128,-74.006
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,414.96,2,0.0,124.488,40.7128,-74.006
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,387.72,5,0.2,-67.851,35.2269,-80.8433
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Storage,360.38,2,0.0,93.6988,38.992488,-94.674769
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Paper,13.56,2,0.0,6.2376,38.992488,-94.674769
First Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,552.0,10,0.2,34.5,33.43174,-111.846931
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Tables,429.9,5,0.0,111.774,36.103030000000004,-96.0277645
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,32.06,2,0.0,15.3888,36.103030000000004,-96.0277645
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,161.96,2,0.0,45.3488,36.103030000000004,-96.0277645
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,19.86,2,0.0,5.7594,36.103030000000004,-96.0277645
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0.0,6.3504,40.7128,-74.006
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.544,6,0.2,6.42,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,185.58,6,0.0,76.0878,31.314553,-89.306471
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,77.56,2,0.0,35.6776,31.314553,-89.306471
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Storage,87.92,4,0.0,0.8792,31.314553,-89.306471
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Paper,245.94,6,0.0,120.5106,31.314553,-89.306471
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,8.6,1,0.0,4.042,31.314553,-89.306471
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Bookcases,504.9,5,0.0,126.225,31.314553,-89.306471
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,2357.488,7,0.2,884.058,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,369.544,7,0.2,32.3351,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,184.752,3,0.2,-20.7846,33.973093,-118.247896
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,64.96,5,0.2,-4.06,40.1247775,-82.9944845
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.52,2,0.2,1.69,40.1247775,-82.9944845
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,458.43,5,0.3,-137.529,40.1247775,-82.9944845
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,387.136,4,0.2,24.196,40.1247775,-82.9944845
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,328.59,3,0.4,-147.8655,40.1247775,-82.9944845
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Furniture,Chairs,338.352,3,0.2,4.2294,43.662719,-116.700038
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,25.92,4,0.0,12.4416,43.662719,-116.700038
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,91.36,4,0.0,42.0256,43.662719,-116.700038
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,87.96,3,0.2,7.6965,33.451,-112.0685
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,33.451,-112.0685
Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,12.294,1,0.7,-8.6058,25.779,-80.1982
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,19.76,4,0.0,8.2992,33.973093,-118.247896
Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,109.764,2,0.1,8.5372,42.73628,-73.68098499999999
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Technology,Phones,128.85,3,0.0,3.8655,41.634749,-70.9372
First Class,Corporate,United States,Florence,South Carolina,29501,South,Furniture,Furnishings,127.95,3,0.0,21.7515,34.18375,-79.772786
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,68.52,3,0.0,31.5192,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,74.94,3,0.0,14.2386,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,2548.56,6,0.2,286.713,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,33.973093,-118.247896
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,287.88,3,0.2,35.985,33.973093,-118.247896
First Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Paper,14.9,5,0.0,7.152,33.973093,-118.247896
First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,4158.912,8,0.2,363.9048,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,91.96,2,0.0,15.6332,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,33.11,7,0.0,12.9129,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0.0,9.3312,33.973093,-118.247896
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,55.48,1,0.0,26.6304,33.973093,-118.247896
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,91.92,5,0.2,11.49,40.1247775,-82.9944845
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,17.34,2,0.0,4.6818,29.991203,-90.247901
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Technology,Accessories,71.98,2,0.0,15.1158,29.991203,-90.247901
Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478,32.58847,-96.943802
First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,69.98,2,0.0,4.8986,41.8255,-71.4114
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,646.272,8,0.2,64.6272,39.718697,-82.603074
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,10.368,2,0.2,3.7584,39.718697,-82.603074
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,8.4,5,0.0,0.336,47.611435,-122.330456
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,71.96,5,0.2,25.186,47.611435,-122.330456
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,6.006,34.737456,-77.462815
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,9.84,3,0.0,2.8536,33.973093,-118.247896
Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,239.24,1,0.2,23.924,25.779,-80.1982
